"nct_id","umc_pi","umc_sponsor","umc_resp_party","umc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","is_randomized","is_blinded","is_multicentric","is_multinational","primary_sponsor","phase","planned_enrolment","actual_enrolment","completion_date","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_updated","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","status","last_known_status","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","source_class","delayed_posting","expanded_access_nctid","expanded_access_status_for_nctid","fdaaa801_violation","baseline_type_units_analyzed","patient_registry","countries","results_reporting"
"NCT03378817",,"Aachen","Aachen","Aachen",FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial",,,45,"2020-03-30",,"2017-12-08",,,"2020-04-03","2017-12-14","2017-12-20","ACTUAL",,,,,,,"2020-04-03","2020-04-07","ACTUAL","2017-12-05","ACTUAL","2017-12-05","2020-04","2020-04-30","2020-03-30","ACTUAL","2019-09-30","ACTUAL","2019-09-30",,"INTERVENTIONAL",,,"Hypothermic Oxygenated Machine Perfusion of Extended Criteria Kidney Allografts From Brain Death Donors","Hypothermic Oxygenated Machine Perfusion of Extended Criteria Kidney Allografts From Brain Death Donors - a Prospective Cohort Study","COMPLETED",,45,"ACTUAL","University Hospital, Aachen",,2,,,FALSE,,,,,,,,,,"UNDECIDED",,"2025/05/12 21:47:13","2025/05/12 21:47:13","OTHER",,,,,,,"Germany",FALSE
"NCT04335409",,"Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,"Non-commercial",,,57,"2022-12-05",,"2020-04-02",,,"2024-06-21","2020-04-02","2020-04-06","ACTUAL",,,,,,,"2024-06-21","2024-06-24","ACTUAL","2020-09-01","ACTUAL","2020-09-01","2024-06","2024-06-30","2022-12-05","ACTUAL","2022-06-20","ACTUAL","2022-06-20",,"INTERVENTIONAL","PARALUC",,"Pneumonitis After Radiotherapy for Lung Cancer","Pneumonitis After Radiotherapy for Lung Cancer: A Symptom-Based Scoring System to Identify Patients Developing Radiation Pneumonitis","COMPLETED",,57,"ACTUAL","University Hospital Schleswig-Holstein",,1,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 15:03:09","2025/05/12 15:03:09","OTHER",,,,,,,"Germany",FALSE
"NCT02577692","München_LMU","München_LMU","München_LMU","München_LMU",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,20,"2019-11-30",,"2015-10-13",,,"2018-03-06","2015-10-15","2015-10-16","ESTIMATED",,,,,,,"2018-03-06","2018-03-08","ACTUAL","2016-05",,"2016-05-31","2018-03","2018-03-31","2019-11","ESTIMATED","2019-11","ESTIMATED","2019-11-30",,"INTERVENTIONAL",,,"Inspired Oxygen on Oxidative Stress and Breath Volatile Organic Compound Composition in Healthy Volunteers","Impact of Inspired Oxygen on Oxidative Stress and Breath Volatile Organic Compound Composition in Healthy Volunteers: A Randomized Controlled Cross-over Trial","UNKNOWN","ACTIVE_NOT_RECRUITING",20,"ACTUAL","Klinikum der Universitaet Muenchen, Grosshadern",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 21:47:13","2025/05/12 21:47:13","OTHER",,,,,,,"Germany",FALSE
"NCT04653727",,"Charite","Charite","Charite",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,1287,"2021-03-05",,"2020-11-23",,,"2022-09-28","2020-11-27","2020-12-04","ACTUAL",,,,,,,"2022-09-28","2022-09-29","ACTUAL","2021-01-06","ACTUAL","2021-01-06","2022-09","2022-09-30","2021-03-05","ACTUAL","2021-03-05","ACTUAL","2021-03-05",,"OBSERVATIONAL","AtemNHK",,"Effects of Integrative Medicine on Infectious Respiratory Diseases Including COVID-19","Effects of Interventions and Lifestyle Modifications in Integrative Medicine and the Course of Infectious Respiratory Diseases Including COVID-19","COMPLETED",,1287,"ACTUAL","Charite University, Berlin, Germany",,,1,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 07:38:47","2025/05/12 07:38:47","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT04876794","Heidelberg",,,"Heidelberg",FALSE,FALSE,,,,,FALSE,TRUE,TRUE,"Commercial",,,24,"2021-11-19",,"2021-04-30",,,"2022-01-13","2021-05-04","2021-05-06","ACTUAL",,,,,,,"2022-01-13","2022-01-14","ACTUAL","2020-11-03","ACTUAL","2020-11-03","2021-07","2021-07-31","2021-11-19","ACTUAL","2021-11-19","ACTUAL","2021-11-19",,"INTERVENTIONAL",,,"Clinical Investigation on Safety, Feasibility and Usability of the ABLE Exoskeleton Device With Spinal Cord Injured Patients in a Hospital Setting","Clinical Investigation on Safety, Feasibility and Usability of the ABLE Exoskeleton Device With Spinal Cord Injured Patients in a Hospital Setting","COMPLETED",,24,"ACTUAL","ABLE Human Motion S.L.",,1,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 16:52:56","2025/05/11 16:52:56","INDUSTRY",,,,,,,"Germany;Spain",FALSE
"NCT04180852",,,"Aachen","Aachen",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,100,"2020-05-04",,"2019-11-07",,,"2022-05-25","2019-11-25","2019-11-29","ACTUAL",,,,,,,"2022-05-25","2022-05-26","ACTUAL","2019-01-04","ACTUAL","2019-01-04","2022-05","2022-05-31","2020-05-04","ACTUAL","2020-05-04","ACTUAL","2020-05-04",,"OBSERVATIONAL","INFO",,"Investigating Nutrition and Functional Outcome in Critically Ill Patients","Investigating Nutrition and Functional Outcome in Critically Ill Patients","COMPLETED",,100,"ACTUAL","RWTH Aachen University",,,5,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 15:03:09","2025/05/12 15:03:09","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT01247051",,"Frankfurt","Frankfurt","Frankfurt",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,90,,"2011-08-31",,"2010-11-23",,,"2011-08-26","2010-11-23","2010-11-24","ESTIMATED",,,,,,,"2011-08-26","2011-08-29","ESTIMATED","2011-01",,"2011-01-31","2011-08","2011-08-31","2011-08","ACTUAL","2011-08","ACTUAL","2011-08-31",,"INTERVENTIONAL",,,"Comparison of Two Different Heart-lung Machine Filling Methods: Precoating Versus Colloidal Fluids",,"COMPLETED",,90,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 15:03:09","2025/05/12 15:03:09","OTHER",,,,,,,"Germany",FALSE
"NCT05318924",,"Tübingen",,"Tübingen",FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,"Non-commercial","I-II",100,,"2024-10-31",,"2022-02-22",,,"2022-04-07","2022-04-07","2022-04-08","ACTUAL",,,,,,,"2022-04-07","2022-04-08","ACTUAL","2022-02-21","ACTUAL","2022-02-21","2022-02","2022-02-28","2024-10-31","ESTIMATED","2023-12-20","ESTIMATED","2023-12-20",,"INTERVENTIONAL",,,"Effects of Ghrelin Administration on Dopamine and Effort","Will Work for Reward: Effects of Ghrelin Administration on Dopamine and Effort","UNKNOWN","RECRUITING",100,"ESTIMATED","University Hospital Tuebingen",,3,,,FALSE,,,,FALSE,,,"Data will become available after an embargo period of 12 months after completion of the study.","Until the data is publicly available, researchers may contact the lead PI to gain access.","http://neuromadlab.org","YES","After the publication of the key results of the study, all anonymized imaging data will be made publicly available (e.g., at openfmri.org). Behavioral data will be shared after aggregation at the trial or participant level.","2025/05/11 16:52:56","2025/05/11 16:52:56","OTHER",,,,,,,"Germany",FALSE
"NCT01153139",,"Tübingen","Tübingen","Tübingen",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II-III",,32,"2013-07-31",,"2010-04-23",,,"2013-07-13","2010-06-28","2010-06-29","ESTIMATED",,,,,,,"2013-07-13","2013-07-16","ESTIMATED","2010-04",,"2010-04-30","2013-07","2013-07-31","2013-07","ACTUAL","2012-12","ACTUAL","2012-12-31",,"INTERVENTIONAL","TheBuS_D",,"Long-term Bilateral Theta Burst Stimulation for the Treatment of Major Depression",,"COMPLETED",,32,"ACTUAL","University Hospital Tuebingen",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/11 16:52:56","2025/05/11 16:52:56","OTHER",,,,,,,"Germany",FALSE
"NCT00310947",,"Frankfurt",,"Frankfurt",,,,,,,,FALSE,FALSE,"Non-commercial",,,,"2006-01-31",,"2006-03-31",,,"2006-04-04","2006-04-04","2006-04-05","ESTIMATED",,,,,,,"2006-04-04","2006-04-05","ESTIMATED","2005-03",,"2005-03-31","2003-03","2003-03-31","2006-01",,,,,,"OBSERVATIONAL",,,"Impact of Patient-Prosthesis-Mismatch on Coronary Flow Reserve","Impact of Patient-Prosthesis-Mismatch and Aortic Valve Design on Coronary Flow Reserve Following Aortic Valve Replacement","COMPLETED",,48,,"Johann Wolfgang Goethe University Hospital",,,,,FALSE,,,,,,,,,,,,"2025/05/12 00:04:40","2025/05/12 00:04:40","OTHER",,,,,,,"Germany",FALSE
"NCT04913155","Hannover","Hannover",,"Hannover",FALSE,FALSE,,,,TRUE,TRUE,TRUE,FALSE,"Non-commercial",,12100,,"2028-01-31",,"2021-05-10",,,"2021-06-08","2021-05-28","2021-06-04","ACTUAL",,,,,,,"2021-06-08","2021-06-09","ACTUAL","2021-05-26","ACTUAL","2021-05-26","2021-06","2021-06-30","2028-01","ESTIMATED","2026-06","ESTIMATED","2026-06-30",,"INTERVENTIONAL","HANSE",,"HANSE - Holistic Implementation Study Assessing a Northern German Interdisciplinary Lung Cancer Screening Effort","HANSE - Holistic Implementation Study Assessing a Northern German Interdisciplinary Lung Cancer Screening Effort, Population-based Screening Study -Prospective, Randomized Comparator Controlled","RECRUITING",,12100,"ESTIMATED","Hannover Medical School",,5,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 15:05:04","2025/05/12 15:05:04","OTHER",,,,,,,"Germany",FALSE
"NCT02216266","Frankfurt",,"Frankfurt","Frankfurt",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","III",120,,"2018-12-31",,"2013-10-17",,,"2017-03-09","2014-08-11","2014-08-13","ESTIMATED",,,,,,,"2017-03-09","2017-03-10","ACTUAL","2014-04",,"2014-04-30","2017-03","2017-03-31","2018-12","ESTIMATED","2018-12","ESTIMATED","2018-12-31",,"INTERVENTIONAL",,,"Evaluation if Physostigmine Reduces Symptoms in Patients Who Has Developed a Delirium in Intensive Care After a Surgery","Monocenter, Double Blind, Randomised, Placebo Controlled Study to Evaluate Physostigmine for the Treatment of Delirium in Perioperative Intensive Care Medicine","UNKNOWN","RECRUITING",120,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/11 16:52:56","2025/05/11 16:52:56","OTHER",,,,,,,"Germany",FALSE
"NCT00853866",,"Hamburg",,"Hamburg",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","IV",,12,"2010-06-30",,"2009-02-27",,,"2024-12-05","2009-02-27","2009-03-02","ESTIMATED",,,,,,,"2024-12-05","2024-12-10","ACTUAL","2009-01",,"2009-01-31","2017-08","2017-08-31","2010-06","ACTUAL","2009-11","ACTUAL","2009-11-30",,"INTERVENTIONAL","STIMBOX",,"Enhancement of Motor Function with Reboxetine and Transcranial Direct Current Stimulation","Entwicklung Neuronaler Repräsentationen Nach Schlaganfall: Verbesserung Motorischer Leistungen Durch Transkranielle Gleichstromstimulation Und Noradrenerge Co-Stimulation","COMPLETED",,12,"ACTUAL","Universitätsklinikum Hamburg-Eppendorf",,4,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 21:47:13","2025/05/12 21:47:13","OTHER",,,,,,,"Germany",FALSE
"NCT04158271","Mainz",,,"Mainz",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,60,"2019-12-23",,"2019-11-04",,,"2019-12-23","2019-11-06","2019-11-08","ACTUAL",,,,,,,"2019-12-23","2019-12-24","ACTUAL","2019-11-22","ACTUAL","2019-11-22","2019-12","2019-12-31","2019-12-23","ACTUAL","2019-12-23","ACTUAL","2019-12-23",,"INTERVENTIONAL","TUBE",,"Evaluation of Techniques for Tracheal Tube Exchange in Standard and Critical Care Patients","Evaluation of Techniques for Tracheal Tube Exchange in Standard and Critical Care Patients","COMPLETED",,60,"ACTUAL","Johannes Gutenberg University Mainz",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 00:04:40","2025/05/12 00:04:40","OTHER",,,,,,,"Germany",FALSE
"NCT01328210",,"Charite","Charite","Charite",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","I-II",,64,"2009-05-31",,"2011-03-30",,,"2011-11-05","2011-04-01","2011-04-04","ESTIMATED",,,,,,,"2011-11-05","2011-11-08","ESTIMATED","2008-07",,"2008-07-31","2011-11","2011-11-30","2009-05","ACTUAL","2009-03","ACTUAL","2009-03-31",,"INTERVENTIONAL",,,"Effects of Blood Letting in Metabolic Syndrome","Effects of Blood Letting on Insulin Sensitivity and Blood Pressure in Patients With Metabolic Syndrome: A Randomized Controlled Trial","COMPLETED",,64,"ACTUAL","Charite University, Berlin, Germany",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 00:04:40","2025/05/12 00:04:40","OTHER",,,,,,,"Germany",FALSE
"NCT00262795","Köln",,,"Köln",,,,,,TRUE,FALSE,TRUE,TRUE,"Non-commercial","III",,206,"2005-10-31",,"2005-12-06",,,"2019-05-21","2005-12-06","2005-12-07","ESTIMATED",,,,,,,"2019-05-21","2019-05-23","ACTUAL","2003-09",,"2003-09-30","2019-05","2019-05-31","2005-10","ACTUAL","2005-01","ACTUAL","2005-01-31",,"INTERVENTIONAL",,,"Fludarabine or Chlorambucil as First-Line Therapy in Treating Older Patients With Previously Untreated Chronic Lymphocytic Leukemia","Fludarabine Versus Chlorambucil in First Line Therapy of Elderly Patients (More Than 65 Years) With Advanced Chronic Lymphocytic Leukemia","COMPLETED",,206,"ACTUAL","German CLL Study Group",,2,,,FALSE,,,,,,,,,,,,"2025/05/11 16:52:56","2025/05/11 16:52:56","OTHER",,,,,,,"Austria;Germany",FALSE
"NCT04572178",,"Greifswald","Greifswald","Greifswald",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,"Non-commercial",,15,,"2024-11-30",,"2020-09-25",,,"2023-11-29","2020-09-25","2020-10-01","ACTUAL",,,,,,,"2023-11-29","2023-11-30","ACTUAL","2020-09-15","ACTUAL","2020-09-15","2023-11","2023-11-30","2024-11-30","ESTIMATED","2024-11-30","ESTIMATED","2024-11-30",,"INTERVENTIONAL","MARS",,"Cash Payment and Counseling During Pregnancy","Cash Payment and Counseling for Quitting Smoking During Pregnancy","RECRUITING",,15,"ESTIMATED","University Medicine Greifswald",,1,,,FALSE,,,,FALSE,,,,,,,,"2025/05/11 16:52:56","2025/05/11 16:52:56","OTHER",,,,,,,"Germany",FALSE
"NCT01770158","Ulm",,,"Ulm",,,,,,,,TRUE,FALSE,"Non-commercial",,,8,"2018-03-27",,"2012-10-09",,,"2018-04-05","2013-01-14","2013-01-17","ESTIMATED",,,,,,,"2018-04-05","2018-04-09","ACTUAL","2012-10",,"2012-10-31","2018-04","2018-04-30","2018-03-27","ACTUAL","2018-03-27","ACTUAL","2018-03-27",,"OBSERVATIONAL",,,"Maintenance Therapy With Histamine Dihydrochloride and Interleukin-2 in Adult Acute Myeloid Leukemia (AML) Patients With Measurable Minimal Residual Disease (MRD)- a Non-interventional Study (NIS)","Maintenance Therapy With Histamine Dihydrochloride and Interleukin-2 in Adult Acute Myeloid Leukemia (AML) Patients With Measurable Minimal Residual Disease (MRD)- a Non-interventional Study (NIS)","TERMINATED",,8,"ACTUAL","University of Ulm",,,,"Recruitment goal cannot be achieved any more as only 8 patients have been recruited since start of the study in 2012.",FALSE,,,,FALSE,,,,,,,,"2025/05/11 16:52:56","2025/05/11 16:52:56","OTHER",,,,,,,"Germany",FALSE
"NCT03357978","Frankfurt","Frankfurt","Frankfurt","Frankfurt",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,"Non-commercial",,30,,"2019-09-30",,"2017-04-24",,,"2017-11-29","2017-11-29","2017-11-30","ACTUAL",,,,,,,"2017-11-29","2017-11-30","ACTUAL","2016-10-01","ACTUAL","2016-10-01","2017-11","2017-11-30","2019-09-30","ESTIMATED","2018-09-30","ESTIMATED","2018-09-30",,"INTERVENTIONAL",,,"Susceptibility to Infections, Tumor Risk and Liver Disease in Patients With Ataxia Telangiectasia","Susceptibility to Infections, Tumor Risk and Liver Disease in Patients With Ataxia Telangiectasia With and Without Substitution of Immunoglobulin G: a Prospective Observational Study","UNKNOWN","RECRUITING",30,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,1,,,FALSE,,,,FALSE,,,,,,"UNDECIDED",,"2025/05/12 00:04:40","2025/05/12 00:04:40","OTHER",,,,,,,"Germany",FALSE
"NCT03226743",,"Hamburg","Hamburg","Hamburg",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,615,"2022-10-07",,"2017-07-10",,,"2024-12-04","2017-07-19","2017-07-24","ACTUAL",,,,,,,"2024-12-04","2024-12-09","ACTUAL","2018-07-12","ACTUAL","2018-07-12","2024-12","2024-12-31","2022-10-07","ACTUAL","2021-04-12","ACTUAL","2021-04-12",,"INTERVENTIONAL","COMET",,"Collaborative and Stepped Care in Mental Health (COMET)","Collaborative and Stepped Care in Mental Health by Overcoming Treatment Sector Barriers: A Cluster-randomized Controlled Trial (COMET)","COMPLETED",,615,"ACTUAL","Universitätsklinikum Hamburg-Eppendorf",,2,,,FALSE,,,,,,,,,,"UNDECIDED",,"2025/05/12 21:47:13","2025/05/12 21:47:13","OTHER",,,,,,,"Germany",FALSE
"NCT02426905","Heidelberg",,,"Heidelberg",,,,,,FALSE,FALSE,TRUE,TRUE,"Commercial","IV",90,,"2018-07-31",,"2014-09-18",,,"2017-08-22","2015-04-24","2015-04-27","ESTIMATED",,,,,,,"2017-08-22","2017-08-23","ACTUAL","2016-01",,"2016-01-31","2017-08","2017-08-31","2018-07","ESTIMATED","2018-05","ESTIMATED","2018-05-31",,"INTERVENTIONAL",,,"Study to Assess Long-Term Outcomes of Trientine in Wilson Disease Patients Withdrawn From Therapy With d-Penicillamine","Multicentre, Retrospective and Prospective Study to Assess Long-Term Outcomes of Chelator-Based Treatment With Trientine in Wilson Disease Patients Withdrawn From Therapy With d-Penicillamine","UNKNOWN","ACTIVE_NOT_RECRUITING",90,"ESTIMATED","Univar BV",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 15:05:04","2025/05/12 15:05:04","INDUSTRY",,,,,,,"Germany;Greece;Italy;United Kingdom",FALSE
"NCT02622412","München_LMU",,,"München_LMU",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,183,"2019-04-30",,"2015-10-31",,,"2019-08-08","2015-12-02","2015-12-04","ESTIMATED",,,,,,,"2019-08-08","2019-08-09","ACTUAL","2015-03-02","ACTUAL","2015-03-02","2019-08","2019-08-31","2019-04-30","ACTUAL","2019-02-01","ACTUAL","2019-02-01",,"INTERVENTIONAL","BreathEase",,"Evaluation of a Multi-professional Breathlessness Service for Patients With Breathlessness Due to Any Advanced Disease","Randomised Controlled Trial Testing the Effectiveness of a New Multi-professional Breathlessness sErvice for Patients With Any Advanced diSease Against Usual Care (BreathEase)","COMPLETED",,183,"ACTUAL","Ludwig-Maximilians - University of Munich",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 15:05:04","2025/05/12 15:05:04","OTHER",,,,,,,"Germany",FALSE
"NCT02051998",,"Bonn","Bonn","Bonn",,,,,,,,FALSE,FALSE,"Non-commercial",,,130,"2019-11-30",,"2014-01-08",,,"2019-11-27","2014-01-30","2014-01-31","ESTIMATED",,,,,,,"2019-11-27","2019-12-02","ACTUAL","2013-06",,"2013-06-30","2019-11","2019-11-30","2019-11","ACTUAL","2019-11","ACTUAL","2019-11-30",,"OBSERVATIONAL","DSGA",,"Directional Spread in Geographic Atrophy","Analysis of the Directional Spread of Geographic Atrophy (GA) in Patients With Age-related Macular Degeneration (AMD)","COMPLETED",,130,"ACTUAL","University Hospital, Bonn",,,,,FALSE,,,,TRUE,"SAMPLES_WITH_DNA","Whole blood",,,,,,"2025/05/12 00:06:36","2025/05/12 00:06:36","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT05007743",,"Göttingen","Göttingen","Göttingen",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,80,,"2023-08-31",,"2021-07-15",,,"2023-05-09","2021-08-09","2021-08-16","ACTUAL",,,,,,,"2023-05-09","2023-05-10","ACTUAL","2019-07-21","ACTUAL","2019-07-21","2023-05","2023-05-31","2023-08","ESTIMATED","2023-08","ESTIMATED","2023-08-31",,"INTERVENTIONAL","tVNS-PP",,"Effects of Transcutaneous Vagus Nerve Stimulation in Chronic Pain Patients and Healthy Controls","Randomized Trial of Effects of Transcutaneous Vagus Nerve Stimulation in Chronic Pain Patients and Healthy Controls","UNKNOWN","ACTIVE_NOT_RECRUITING",80,"ESTIMATED","University Medical Center Goettingen",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 15:06:57","2025/05/12 15:06:57","OTHER",,,,,,,"Germany",FALSE
"NCT02334813","Duisburg-Essen","Duisburg-Essen","Duisburg-Essen","Duisburg-Essen",,,,,,TRUE,FALSE,,,"Non-commercial","III",,26,"2015-01-31",,"2015-01-06","2017-05-04",,"2017-05-04","2015-01-07","2015-01-08","ESTIMATED","2017-05-04","2017-06-09","ACTUAL",,,,"2017-05-04","2017-06-09","ACTUAL","2002-07",,"2002-07-31","2017-05","2017-05-31","2015-01","ACTUAL","2015-01","ACTUAL","2015-01-31",,"INTERVENTIONAL","EIS2002",,"Daily Prednisone Versus Pulsed Dexamethasone in Treatment-naïve Adult Patients With Immune Thrombocytopenia","A Randomized Trial of Daily Prednisone Versus Pulsed Dexamethasone in Treatment-naïve Adult Patients With Immune Thrombocytopenia","COMPLETED",,26,"ACTUAL","University Hospital, Essen",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 07:38:47","2025/05/12 07:38:47","OTHER",,,,,,,,TRUE
"NCT01275508",,"Erlangen",,"Erlangen",,,,,,,FALSE,FALSE,FALSE,"Non-commercial","I-II",,25,"2012-04-30",,"2011-01-07",,,"2012-09-13","2011-01-11","2011-01-12","ESTIMATED",,,,,,,"2012-09-13","2012-09-14","ESTIMATED","2011-01",,"2011-01-31","2012-09","2012-09-30","2012-04","ACTUAL","2012-04","ACTUAL","2012-04-30",,"INTERVENTIONAL","FA-Crohn",,"Safety and Tolerability of FITC-Adalimumab Administration During Confocal Laser Endomicroscopy of the Gut","Prospective, Monocentric, Open-label, Clinical Phase 1 Study to Demonstrate the Safety and Tolerability of FITC-Adalimumab After Single Topical Administration to the Intestinal Mucosa During Endomicroscopy in Patients With Crohn's Disease","COMPLETED",,25,"ACTUAL","University of Erlangen-Nürnberg Medical School",,1,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 15:06:57","2025/05/12 15:06:57","OTHER",,,,,,,"Germany",FALSE
"NCT02775149",,,"Göttingen","Göttingen",FALSE,FALSE,,,,,,,,"Non-commercial",,30,,"2021-12-31",,"2016-05-09",,,"2020-11-04","2016-05-13","2016-05-17","ESTIMATED",,,,,,,"2020-11-04","2020-11-06","ACTUAL","2016-11-01","ACTUAL","2016-11-01","2020-11","2020-11-30","2021-12","ESTIMATED","2021-12","ESTIMATED","2021-12-31",,"OBSERVATIONAL",,,"Dental Erosion in Patients With Gastro-oesophageal Reflux","Dental Erosion in Patients With Gastro-oesophageal Reflux","SUSPENDED",,30,"ESTIMATED","University of Göttingen",,,1,"No participants",FALSE,,,,FALSE,"SAMPLES_WITH_DNA","Saliva samples are obtained and retained for 10 years.",,,,"NO",,"2025/05/12 15:06:57","2025/05/12 15:06:57","OTHER",,,,,,FALSE,,FALSE
"NCT02667964","Charite","Charite","Charite","Charite",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,60,,"2017-06-30",,"2015-11-24",,,"2016-01-26","2016-01-26","2016-01-29","ESTIMATED",,,,,,,"2016-01-26","2016-01-29","ESTIMATED","2015-11",,"2015-11-30","2016-01","2016-01-31","2017-06","ESTIMATED","2016-11","ESTIMATED","2016-11-30",,"INTERVENTIONAL",,,"FGF-21 and Exercise in Relation to Insulin Secretion","FGF-21 During Physical Exercise in Patients With Type 1 Diabetes Mellitus, Type 2 Diabetes Mellitus and Healthy Controls","UNKNOWN","RECRUITING",60,"ESTIMATED","Charite University, Berlin, Germany",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 15:06:57","2025/05/12 15:06:57","OTHER",,,,,,,"Germany",FALSE
"NCT02908308","Charite",,,"Charite",FALSE,FALSE,,,,TRUE,TRUE,TRUE,TRUE,"Non-commercial",,,1900,"2022-12-31",,"2016-09-16",,,"2023-03-30","2016-09-19","2016-09-20","ESTIMATED",,,,,,,"2023-03-30","2023-04-03","ACTUAL","2017-11-18","ACTUAL","2017-11-18","2023-03","2023-03-31","2022-12-31","ACTUAL","2022-06-30","ACTUAL","2022-06-30",,"INTERVENTIONAL","TTM-2",,"Targeted Hypothermia Versus Targeted Normothermia After Out-of-hospital Cardiac Arrest","Targeted Hypothermia Versus Targeted Normothermia After Out-of-hospital Cardiac Arrest (TTM2) - A Randomised Clinical Trial","COMPLETED",,1900,"ACTUAL","Helsingborgs Hospital",,2,,,FALSE,,,,TRUE,,,,,,"UNDECIDED",,"2025/05/11 16:54:51","2025/05/11 16:54:51","OTHER",,,,,,,"United States;Australia;Austria;Belgium;Czechia;Denmark;France;Germany;Italy;New Zealand;Norway;Sweden;Switzerland;United Kingdom",FALSE
